1.282493 68.125474 45.976361 51.009612 | 10000000000.000000 | -3.95e-01 -6.77e+01 5.50e+05 -1.89e+02
0.000000 73.783277 35.117950 40.151202 | 10000000000.000000 | 6.78e-01 -7.34e+01 9.59e+05 -2.00e+02
6.229311 63.178656 55.470254 61.872449 | 409271.658113 | -5.16e+00 -6.26e+01 -1.70e+04 -1.78e+02
5.823655 63.584312 54.691723 62.650980 | 10000000000.000000 | -4.77e+00 -6.31e+01 2.20e+04 -1.77e+02
5.219738 64.188229 53.532689 63.810014 | 10000000000.000000 | -4.19e+00 -6.37e+01 7.89e+04 -1.76e+02
0.000000 73.026332 36.570673 42.972868 | 10000000000.000000 | 7.06e-01 -7.27e+01 9.11e+05 -1.97e+02
1.945563 67.462404 47.248919 70.093784 | 10000000000.000000 | -1.03e+00 -6.70e+01 3.63e+05 -1.70e+02
7.821642 64.770987 52.414265 58.816460 | 10000000000.000000 | -6.81e+00 -6.43e+01 1.85e+05 -1.81e+02
5.376059 64.031908 53.832700 60.234896 | 10000000000.000000 | -4.34e+00 -6.35e+01 9.41e+04 -1.80e+02
3.918831 65.489136 51.035999 57.438195 | 10000000000.000000 | -2.93e+00 -6.50e+01 2.69e+05 -1.83e+02
5.142299 64.265668 53.384069 59.786265 | 10000000000.000000 | -4.11e+00 -6.38e+01 1.23e+05 -1.80e+02
6.229311 63.178656 55.470254 61.872449 | 409271.658113 | -5.16e+00 -6.26e+01 -1.70e+04 -1.78e+02
5.662113 63.745854 54.381692 60.783887 | 10000000000.000000 | -4.61e+00 -6.32e+01 5.76e+04 -1.79e+02
3.980004 65.427963 51.153401 66.189302 | 10000000000.000000 | -2.99e+00 -6.49e+01 1.91e+05 -1.74e+02
0.000000 78.187058 84.274259 33.068444 | 10000000000.000000 | 1.63e+00 -7.74e+01 -1.95e+06 -2.07e+02
0.000000 78.489714 26.085394 32.487590 | 10000000000.000000 | 5.03e-01 -7.82e+01 1.15e+06 -2.08e+02
0.000000 76.935915 29.067433 34.100685 | 10000000000.000000 | 5.61e-01 -7.67e+01 1.10e+06 -2.06e+02
5.730724 63.677243 54.513369 74.028849 | 394080.806523 | -4.68e+00 -6.32e+01 -7.37e+04 -1.66e+02
4.697346 64.710621 52.530118 76.012100 | 10000000000.000000 | -3.68e+00 -6.42e+01 2.99e+04 -1.64e+02
0.000000 76.195336 30.488747 98.053472 | 10000000000.000000 | 5.88e-01 -7.59e+01 8.91e+05 -1.42e+02
0.000000 80.787185 21.676108 106.866111 | 10000000000.000000 | 4.18e-01 -8.06e+01 1.10e+06 -1.33e+02
5.730724 63.677243 54.513369 74.028849 | 394080.806523 | -4.68e+00 -6.32e+01 -7.37e+04 -1.66e+02
3.205072 66.202895 49.666158 69.181638 | 10000000000.000000 | -2.25e+00 -6.57e+01 2.47e+05 -1.71e+02
3.447812 65.960155 50.132023 78.410195 | 10000000000.000000 | -2.48e+00 -6.55e+01 1.49e+05 -1.62e+02
5.099655 64.308312 55.724511 72.817707 | 402698.698646 | -4.02e+00 -6.38e+01 -1.39e+05 -1.67e+02
5.730724 63.677243 54.513369 74.028849 | 394080.806523 | -4.68e+00 -6.32e+01 -7.37e+04 -1.66e+02
5.730724 63.677243 54.513369 74.028849 | 394080.806523 | -4.68e+00 -6.32e+01 -7.37e+04 -1.66e+02
0.125987 69.281980 43.756804 63.272284 | 10000000000.000000 | 7.19e-01 -6.89e+01 5.64e+05 -1.77e+02
2.706882 66.701085 48.710037 79.832181 | 10000000000.000000 | -1.77e+00 -6.62e+01 2.17e+05 -1.60e+02
0.000000 86.245319 11.200900 30.716380 | 10000000000.000000 | 2.16e-01 -8.61e+01 1.28e+06 -2.09e+02
0.000000 81.917422 19.506965 39.022444 | 10000000000.000000 | 3.76e-01 -8.17e+01 1.22e+06 -2.01e+02
0.920206 68.487761 63.745676 64.796542 | 10000000000.000000 | 3.10e-01 -6.79e+01 -6.16e+05 -1.75e+02
4.589512 64.818455 52.323164 76.219054 | 10000000000.000000 | -3.58e+00 -6.43e+01 4.04e+04 -1.64e+02
0.000000 79.651662 23.855393 43.370873 | 10000000000.000000 | 4.60e-01 -7.94e+01 1.16e+06 -1.97e+02
0.000000 56.660552 41.046993 87.495226 | 10000000000.000000 | 7.92e-01 -5.63e+01 5.43e+05 -1.53e+02
4.036922 65.371045 51.262639 70.778119 | 10000000000.000000 | -3.05e+00 -6.49e+01 1.47e+05 -1.69e+02
0.000000 72.521866 37.538839 57.054319 | 10000000000.000000 | 7.24e-01 -7.22e+01 8.22e+05 -1.83e+02
5.277490 64.130477 53.643527 74.898691 | 377581.624591 | -4.24e+00 -6.36e+01 -2.77e+04 -1.65e+02
3.696043 65.711924 50.608426 77.933792 | 10000000000.000000 | -2.72e+00 -6.52e+01 1.26e+05 -1.62e+02
4.452931 64.955036 52.061039 76.481179 | 10000000000.000000 | -3.45e+00 -6.45e+01 5.37e+04 -1.64e+02
0.000000 78.200813 26.639851 101.902367 | 10000000000.000000 | 5.14e-01 -7.79e+01 9.90e+05 -1.38e+02
0.000000 72.748148 37.104561 91.437657 | 10000000000.000000 | 7.16e-01 -7.24e+01 6.87e+05 -1.49e+02
0.000000 80.902636 21.454534 107.087684 | 10000000000.000000 | 4.14e-01 -8.07e+01 1.10e+06 -1.33e+02
1.356623 68.051344 61.168425 67.373794 | 458844.388380 | -1.76e-01 -6.75e+01 -4.55e+05 -1.73e+02
2.857609 66.550358 48.999311 79.542907 | 10000000000.000000 | -1.91e+00 -6.61e+01 2.03e+05 -1.60e+02
0.000000 76.971988 28.998202 50.253366 | 10000000000.000000 | 5.60e-01 -7.67e+01 1.06e+06 -1.90e+02
14.703868 45.202538 146.717090 96.534293 | 2555174.393007 | -1.19e+01 -4.38e+01 -1.85e+07 -1.43e+02
19.472594 79.358672 152.851648 124.675710 | 4827326.035742 | -1.65e+01 -7.79e+01 -2.28e+07 -1.15e+02
54.036521 50.060279 99.561165 106.103710 | 7986273.385101 | -5.21e+01 -4.91e+01 -6.14e+06 -1.34e+02
45.929536 49.059033 109.280630 104.131326 | 6636249.356118 | -4.38e+01 -4.80e+01 -8.08e+06 -1.36e+02
1.389445 65.434474 158.904607 90.543502 | 10000000000.000000 | 1.68e+00 -6.39e+01 -2.27e+07 -1.49e+02
18.628481 45.687243 142.011872 97.489130 | 2883692.407866 | -1.59e+01 -4.43e+01 -1.69e+07 -1.43e+02
9.536279 42.081956 151.833129 32.384016 | 2037439.473231 | -6.61e+00 -4.06e+01 -1.57e+07 -2.08e+02
39.282821 28.089774 167.848535 88.116058 | 7338106.263200 | -3.60e+01 -2.65e+01 -2.63e+07 -1.52e+02
28.840158 26.852849 112.474627 63.364954 | 2754879.884658 | -2.67e+01 -2.58e+01 -7.18e+06 -1.77e+02
6.672202 59.176428 109.235699 82.724935 | 1401218.598393 | -4.56e+00 -5.81e+01 -7.26e+06 -1.57e+02
0.000000 15.411870 120.374475 80.384028 | 10000000000.000000 | 2.32e+00 -1.43e+01 -9.67e+06 -1.60e+02
3.462110 62.386520 103.074916 76.564152 | 1222986.231119 | -1.47e+00 -6.14e+01 -5.85e+06 -1.63e+02
0.571615 59.496026 97.527503 71.016739 | 10000000000.000000 | 1.31e+00 -5.86e+01 -4.71e+06 -1.69e+02
0.000000 79.890286 69.481829 110.157238 | 10000000000.000000 | 1.34e+00 -7.92e+01 -1.78e+06 -1.30e+02
0.739351 65.109279 97.849419 71.338655 | 10000000000.000000 | 1.15e+00 -6.42e+01 -4.77e+06 -1.69e+02
2.340712 61.265123 105.227092 74.411975 | 1230351.387092 | -3.10e-01 -6.03e+01 -6.17e+06 -1.66e+02
0.000000 67.901033 92.491507 65.980743 | 10000000000.000000 | 1.79e+00 -6.70e+01 -3.79e+06 -1.74e+02
0.000000 78.353330 72.431544 107.207524 | 10000000000.000000 | 1.40e+00 -7.77e+01 -2.06e+06 -1.33e+02
0.000000 57.955763 111.578388 68.060679 | 10000000000.000000 | 2.15e+00 -5.69e+01 -7.18e+06 -1.72e+02
0.000000 71.925548 84.767691 58.256927 | 10000000000.000000 | 1.64e+00 -7.11e+01 -2.57e+06 -1.82e+02
0.000000 50.505103 125.877635 99.366871 | 10000000000.000000 | 2.43e+00 -4.93e+01 -1.20e+07 -1.41e+02
3.797330 62.051300 103.718268 77.207504 | 1239032.896845 | -1.80e+00 -6.11e+01 -5.99e+06 -1.63e+02
0.000000 69.155830 90.083311 63.572547 | 10000000000.000000 | 1.74e+00 -6.83e+01 -3.39e+06 -1.76e+02
0.000000 67.363585 93.522973 67.012210 | 10000000000.000000 | 1.80e+00 -6.65e+01 -3.97e+06 -1.73e+02
0.000000 75.554011 77.803973 103.121799 | 10000000000.000000 | 1.50e+00 -7.48e+01 -2.64e+06 -1.37e+02
0.000000 70.912202 86.712496 60.201733 | 10000000000.000000 | 1.67e+00 -7.01e+01 -2.86e+06 -1.80e+02
0.000000 81.626681 66.149354 39.638590 | 10000000000.000000 | 1.28e+00 -8.10e+01 -4.61e+05 -2.00e+02
0.000000 54.106715 118.965450 60.673617 | 10000000000.000000 | 2.30e+00 -5.30e+01 -8.45e+06 -1.79e+02
0.000000 66.126455 95.897263 69.386499 | 10000000000.000000 | 1.85e+00 -6.52e+01 -4.40e+06 -1.71e+02
0.000000 78.692368 71.780864 45.270100 | 10000000000.000000 | 1.39e+00 -7.80e+01 -9.86e+05 -1.95e+02
0.000000 43.684380 138.967912 40.671155 | 10000000000.000000 | 2.68e+00 -4.24e+01 -1.24e+07 -1.99e+02
0.000000 76.965029 75.095960 104.543108 | 10000000000.000000 | 1.45e+00 -7.62e+01 -2.33e+06 -1.35e+02
0.000000 83.415900 62.715500 36.204737 | 10000000000.000000 | 1.21e+00 -8.28e+01 -1.85e+05 -2.04e+02
0.000000 46.068799 134.391754 45.247314 | 10000000000.000000 | 2.59e+00 -4.48e+01 -1.14e+07 -1.95e+02
0.000000 67.169031 93.896360 67.385597 | 10000000000.000000 | 1.81e+00 -6.63e+01 -4.04e+06 -1.73e+02
0.000000 84.077205 61.446329 34.935565 | 10000000000.000000 | 1.19e+00 -8.35e+01 -9.02e+04 -2.05e+02
0.000000 46.544624 133.478555 46.160512 | 10000000000.000000 | 2.58e+00 -4.53e+01 -1.12e+07 -1.94e+02
0.000000 81.449544 66.489315 113.149753 | 10000000000.000000 | 1.28e+00 -8.08e+01 -1.51e+06 -1.27e+02
2.796814 63.051816 101.798085 75.287321 | 1192808.316127 | -8.32e-01 -6.21e+01 -5.57e+06 -1.65e+02
0.000000 81.751376 65.910041 39.399277 | 10000000000.000000 | 1.27e+00 -8.11e+01 -4.41e+05 -2.01e+02
0.000000 70.770078 86.985259 60.474495 | 10000000000.000000 | 1.68e+00 -6.99e+01 -2.90e+06 -1.80e+02
0.326351 65.522279 97.056794 70.546030 | 10000000000.000000 | 1.55e+00 -6.46e+01 -4.62e+06 -1.69e+02
2.581186 63.267444 101.384255 74.873491 | 1183494.528870 | -6.24e-01 -6.23e+01 -5.49e+06 -1.65e+02
0.000000 83.568239 140.345378 35.912368 | 10000000000.000000 | 2.71e+00 -8.22e+01 -1.25e+07 -2.04e+02
0.000000 69.077831 90.233006 63.722243 | 10000000000.000000 | 1.74e+00 -6.82e+01 -3.41e+06 -1.76e+02
0.000000 58.003992 91.282680 64.771917 | 10000000000.000000 | 1.76e+00 -5.71e+01 -3.59e+06 -1.75e+02
0.503190 65.345440 97.396180 70.885417 | 10000000000.000000 | 1.38e+00 -6.44e+01 -4.69e+06 -1.69e+02
2.796814 63.051816 101.798085 75.287321 | 1192808.316127 | -8.32e-01 -6.21e+01 -5.57e+06 -1.65e+02
0.000000 84.210210 61.191067 34.680303 | 10000000000.000000 | 1.18e+00 -8.36e+01 -7.17e+04 -2.05e+02
0.000000 84.715387 60.221535 33.710771 | 10000000000.000000 | 1.16e+00 -8.41e+01 -2.92e+03 -2.06e+02
0.000000 67.468864 93.320922 66.810159 | 10000000000.000000 | 1.80e+00 -6.66e+01 -3.94e+06 -1.73e+02
1.360970 62.047227 99.042426 72.531662 | 10000000000.000000 | 5.51e-01 -6.11e+01 -5.01e+06 -1.67e+02
0.000000 72.205816 84.229803 57.719039 | 10000000000.000000 | 1.63e+00 -7.14e+01 -2.49e+06 -1.82e+02
0.000000 75.061868 78.748491 52.237727 | 10000000000.000000 | 1.52e+00 -7.43e+01 -1.77e+06 -1.88e+02
0.000000 75.347741 78.199845 51.689081 | 10000000000.000000 | 1.51e+00 -7.46e+01 -1.70e+06 -1.88e+02
0.000000 66.808552 94.588189 68.077425 | 10000000000.000000 | 1.83e+00 -6.59e+01 -4.16e+06 -1.72e+02
2.581186 63.267444 101.384255 74.873491 | 1183494.528870 | -6.24e-01 -6.23e+01 -5.49e+06 -1.65e+02
0.000000 60.131575 95.365920 68.855156 | 10000000000.000000 | 1.84e+00 -5.92e+01 -4.30e+06 -1.71e+02
2.182192 63.666437 100.618509 74.107745 | 1166850.949919 | -2.40e-01 -6.27e+01 -5.33e+06 -1.66e+02
0.491528 65.357102 97.373799 70.863036 | 10000000000.000000 | 1.39e+00 -6.44e+01 -4.68e+06 -1.69e+02
1.944117 63.904513 100.161596 73.650832 | 1157279.947519 | -1.10e-02 -6.29e+01 -5.23e+06 -1.66e+02
0.000000 66.406180 95.360418 78.452009 | 10000000000.000000 | 1.84e+00 -6.55e+01 -4.58e+06 -1.62e+02
0.000000 75.799644 77.332557 50.821793 | 10000000000.000000 | 1.49e+00 -7.51e+01 -1.60e+06 -1.89e+02
0.000000 65.875726 96.378461 69.867697 | 10000000000.000000 | 1.86e+00 -6.50e+01 -4.49e+06 -1.70e+02
0.495612 65.353018 97.381637 70.870873 | 10000000000.000000 | 1.38e+00 -6.44e+01 -4.68e+06 -1.69e+02
0.000000 66.053471 96.037333 69.526569 | 10000000000.000000 | 1.85e+00 -6.51e+01 -4.43e+06 -1.70e+02
0.526795 65.321835 97.441483 70.930719 | 10000000000.000000 | 1.35e+00 -6.44e+01 -4.70e+06 -1.69e+02
0.000000 66.582169 95.022660 68.511896 | 10000000000.000000 | 1.83e+00 -6.57e+01 -4.24e+06 -1.71e+02
0.000000 65.981910 96.174672 69.663908 | 10000000000.000000 | 1.86e+00 -6.51e+01 -4.45e+06 -1.70e+02
0.000000 78.609246 71.940392 45.429628 | 10000000000.000000 | 1.39e+00 -7.79e+01 -1.00e+06 -1.95e+02
0.000000 75.428551 78.044756 51.533992 | 10000000000.000000 | 1.51e+00 -7.47e+01 -1.68e+06 -1.88e+02
0.000000 81.631866 66.139403 39.628640 | 10000000000.000000 | 1.28e+00 -8.10e+01 -4.61e+05 -2.00e+02
2.539106 63.309523 101.303495 74.792732 | 1181703.207725 | -5.84e-01 -6.23e+01 -5.47e+06 -1.65e+02
0.000000 73.219676 82.284010 55.773246 | 10000000000.000000 | 1.59e+00 -7.24e+01 -2.22e+06 -1.84e+02
0.000000 66.621872 94.946463 68.435699 | 10000000000.000000 | 1.83e+00 -6.57e+01 -4.23e+06 -1.72e+02
2.539106 63.309523 101.303495 74.792732 | 1181703.207725 | -5.84e-01 -6.23e+01 -5.47e+06 -1.65e+02
0.000000 79.578078 70.081017 43.570253 | 10000000000.000000 | 1.35e+00 -7.89e+01 -8.18e+05 -1.96e+02
0.000000 83.233537 63.065490 36.554726 | 10000000000.000000 | 1.22e+00 -8.26e+01 -2.11e+05 -2.03e+02
0.000000 82.734979 64.022318 37.511554 | 10000000000.000000 | 1.24e+00 -8.21e+01 -2.86e+05 -2.02e+02
2.241039 63.607591 100.731446 74.220682 | 1169257.896274 | -2.97e-01 -6.26e+01 -5.35e+06 -1.66e+02
0.307575 65.541055 97.020758 70.509994 | 10000000000.000000 | 1.56e+00 -6.46e+01 -4.61e+06 -1.69e+02
75.139556 50.387770 71.835746 149.549515 | 11684784.439949 | -7.38e+01 -4.97e+01 -2.68e+06 -9.05e+01
49.704905 33.331569 115.219196 102.312168 | 7599392.092347 | -4.75e+01 -3.22e+01 -9.38e+06 -1.38e+02
85.550512 28.819342 103.612351 160.619795 | 20203420.096287 | -8.36e+01 -2.78e+01 -8.78e+06 -7.94e+01
65.744390 45.800220 118.809599 41.999913 | 12117007.559081 | -6.35e+01 -4.47e+01 -7.59e+06 -1.98e+02
40.107885 35.788083 121.196456 155.613391 | 6066104.000828 | -3.78e+01 -3.46e+01 -1.33e+07 -8.44e+01
48.068410 61.667513 144.177318 200.000000 | 11214460.349735 | -4.53e+01 -6.03e+01 -2.43e+07 -4.00e+01
41.109735 36.863420 122.537032 153.136271 | 6392373.483205 | -3.87e+01 -3.57e+01 -1.36e+07 -8.69e+01
41.113280 36.867226 122.541776 153.127506 | 6393545.994254 | -3.87e+01 -3.57e+01 -1.36e+07 -8.69e+01
26.619989 57.045643 83.802158 170.540180 | 2509932.802182 | -2.50e+01 -5.62e+01 -4.93e+06 -6.95e+01
40.323858 52.526218 96.498500 131.285216 | 4976588.908713 | -3.85e+01 -5.16e+01 -6.31e+06 -1.09e+02
40.072373 52.609155 96.265505 132.005597 | 4921871.287371 | -3.82e+01 -5.17e+01 -6.28e+06 -1.08e+02
4.324683 79.340949 126.591129 200.000000 | 2387754.684131 | -1.88e+00 -7.81e+01 -1.73e+07 -4.00e+01
0.000000 91.384309 103.477610 200.000000 | 10000000000.000000 | 2.00e+00 -9.04e+01 -1.01e+07 -4.00e+01
0.000000 74.274360 136.314885 200.000000 | 10000000000.000000 | 2.63e+00 -7.30e+01 -2.10e+07 -4.00e+01
2.759505 80.906127 129.595007 196.996122 | 2484271.933453 | -2.58e-01 -7.97e+01 -1.82e+07 -4.30e+01
0.000000 98.704132 89.429464 200.000000 | 10000000000.000000 | 1.73e+00 -9.79e+01 -6.72e+06 -4.00e+01
0.000000 58.498925 166.590972 200.000000 | 10000000000.000000 | 3.22e+00 -5.69e+01 -3.55e+07 -4.00e+01
2.654954 81.010678 129.795660 200.000000 | 2492226.133933 | -1.50e-01 -7.98e+01 -1.84e+07 -4.00e+01
2.151132 81.514500 122.419667 195.828538 | 10000000000.000000 | 2.12e-01 -8.03e+01 -1.56e+07 -4.42e+01
0.000000 63.543114 156.910206 200.000000 | 10000000000.000000 | 3.03e+00 -6.20e+01 -3.04e+07 -4.00e+01
0.000000 87.491956 142.234477 200.000000 | 10000000000.000000 | 2.75e+00 -8.61e+01 -2.35e+07 -4.00e+01
6.928439 76.737193 46.010293 200.000000 | 402747.616320 | -6.04e+00 -7.63e+01 -4.42e+05 -4.00e+01
0.000000 84.509875 31.093025 200.000000 | 10000000000.000000 | 6.00e-01 -8.42e+01 5.63e+05 -4.00e+01
0.000000 99.000000 10.000000 200.000000 | 10000000000.000000 | 1.93e-01 -9.89e+01 1.23e+06 -4.00e+01
0.000000 91.547200 17.587048 200.000000 | 10000000000.000000 | 3.39e-01 -9.14e+01 1.08e+06 -4.00e+01
0.000000 99.000000 88.749069 157.261224 | 10000000000.000000 | 1.71e+00 -9.82e+01 -5.52e+06 -8.27e+01
6.928439 76.737193 46.010293 200.000000 | 402747.616320 | -6.04e+00 -7.63e+01 -4.42e+05 -4.00e+01
0.000000 61.942161 17.615786 171.605493 | 10000000000.000000 | 3.40e-01 -6.18e+01 1.11e+06 -6.84e+01
0.000000 95.222040 81.486263 200.000000 | 10000000000.000000 | 1.57e+00 -9.44e+01 -5.14e+06 -4.00e+01
0.000000 61.789879 17.323529 200.000000 | 10000000000.000000 | 3.34e-01 -6.16e+01 1.09e+06 -4.00e+01
3.201170 80.464462 53.163637 200.000000 | 442862.352994 | -2.18e+00 -8.00e+01 -1.11e+06 -4.00e+01
25.897726 95.706481 10.000000 200.000000 | 10000000000.000000 | -2.57e+01 -9.56e+01 1.23e+06 -4.00e+01
0.000000 95.859239 10.000000 200.000000 | 10000000000.000000 | 1.93e-01 -9.58e+01 1.23e+06 -4.00e+01
0.000000 96.471348 83.883924 162.126369 | 10000000000.000000 | 1.62e+00 -9.57e+01 -4.76e+06 -7.79e+01
0.000000 61.880566 17.497574 200.000000 | 10000000000.000000 | 3.38e-01 -6.17e+01 1.08e+06 -4.00e+01
0.000000 97.246868 85.372295 200.000000 | 10000000000.000000 | 1.65e+00 -9.64e+01 -5.89e+06 -4.00e+01
0.000000 94.328605 79.771589 200.000000 | 10000000000.000000 | 1.54e+00 -9.36e+01 -4.83e+06 -4.00e+01
0.000000 59.557983 13.040091 167.029798 | 10000000000.000000 | 2.52e-01 -5.94e+01 1.20e+06 -7.30e+01
0.000000 97.131614 85.151102 200.000000 | 10000000000.000000 | 1.64e+00 -9.63e+01 -5.85e+06 -4.00e+01
0.000000 95.387979 10.215857 200.000000 | 10000000000.000000 | 1.97e-01 -9.53e+01 1.23e+06 -4.00e+01
0.000000 64.868103 68.789356 200.000000 | 10000000000.000000 | 1.33e+00 -6.42e+01 -3.04e+06 -4.00e+01
6.928439 76.737193 46.010293 200.000000 | 402747.616320 | -6.04e+00 -7.63e+01 -4.42e+05 -4.00e+01
0.000000 93.574669 13.695945 167.685652 | 10000000000.000000 | 2.64e-01 -9.34e+01 1.19e+06 -7.23e+01
0.000000 95.172195 81.390599 200.000000 | 10000000000.000000 | 1.57e+00 -9.44e+01 -5.12e+06 -4.00e+01
0.226436 83.439196 33.147864 200.000000 | 10000000000.000000 | 4.13e-01 -8.31e+01 4.53e+05 -4.00e+01
0.000000 57.723672 82.500890 163.509403 | 10000000000.000000 | 1.59e+00 -5.69e+01 -4.55e+06 -7.65e+01
0.000000 94.611624 11.705830 200.000000 | 10000000000.000000 | 2.26e-01 -9.45e+01 1.20e+06 -4.00e+01
0.000000 60.403403 77.357971 200.000000 | 10000000000.000000 | 1.49e+00 -5.97e+01 -4.40e+06 -4.00e+01
0.000000 88.149552 24.107787 178.097494 | 10000000000.000000 | 4.65e-01 -8.79e+01 9.12e+05 -6.19e+01
0.000000 92.428316 76.124569 200.000000 | 10000000000.000000 | 1.47e+00 -9.17e+01 -4.19e+06 -4.00e+01
0.000000 59.076648 12.116317 200.000000 | 10000000000.000000 | 2.34e-01 -5.90e+01 1.20e+06 -4.00e+01
0.000000 91.269819 73.901191 200.000000 | 10000000000.000000 | 1.43e+00 -9.06e+01 -3.83e+06 -4.00e+01
6.720322 76.945310 45.610878 199.600585 | 392115.283386 | -5.84e+00 -7.65e+01 -4.06e+05 -4.04e+01
5.256197 78.409435 42.800941 196.790648 | 323635.123645 | -4.43e+00 -7.80e+01 -1.65e+05 -4.32e+01
0.000000 67.351598 21.578831 175.568538 | 10000000000.000000 | 4.16e-01 -6.71e+01 9.97e+05 -6.44e+01
0.000000 84.220171 31.649022 185.638729 | 10000000000.000000 | 6.11e-01 -8.39e+01 5.79e+05 -5.44e+01
0.000000 84.186365 31.713903 185.703610 | 10000000000.000000 | 6.12e-01 -8.39e+01 5.76e+05 -5.43e+01
0.000000 90.746944 66.478990 173.112599 | 10000000000.000000 | 1.28e+00 -9.01e+01 -2.34e+06 -6.69e+01
7.527965 80.681202 38.440984 192.430690 | 10000000000.000000 | -6.79e+00 -8.03e+01 1.65e+05 -4.76e+01
5.256197 78.409435 42.800941 196.790648 | 323635.123645 | -4.43e+00 -7.80e+01 -1.65e+05 -4.32e+01
0.000000 85.058104 30.040868 184.030575 | 10000000000.000000 | 5.80e-01 -8.48e+01 6.61e+05 -5.60e+01
0.000000 90.927079 18.777179 172.766886 | 10000000000.000000 | 3.62e-01 -9.07e+01 1.08e+06 -6.72e+01
